#gene_id	gene_symbol	rank	score	hpo_implicated	hpo_description_implicated	phenotype_specificity
9568	GABBR2	456	1.9	[{'HP:0002650': 0.2}, {'HP:0002360': 0.7}, {'HP:0001250': 0.2}, {'HP:0004396': 0.2}, {'HP:0001760': 0.4}]	[{'Scoliosis': 0.2}, {'Sleep disturbance': 0.7}, {'Seizure': 0.2}, {'Poor appetite': 0.2}, {'Abnormal foot morphology': 0.4}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
55790	CSGALNACT1	457	1.9	[{'HP:0002650': 0.2}, {'HP:0001382': 0.7}, {'HP:0001999': 0.2}, {'HP:0001760': 0.2}]	[{'Scoliosis': 0.2}, {'Joint hypermobility': 0.7}, {'Abnormal facial shape': 0.2}, {'Abnormal foot morphology': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
1282	COL4A1	458	1.9	[{'HP:0004942': 0.5}, {'HP:0001250': 0.2}, {'HP:0001760': 0.2}, {'HP:0001315': 0.2}]	[{'Aortic aneurysm': 0.5}, {'Seizure': 0.2}, {'Abnormal foot morphology': 0.2}, {'Reduced tendon reflexes': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
7428	VHL	459	1.9	[{'HP:0012418': 0.7}, {'HP:0004942': 0.2}, {'HP:0000010': 0.2}]	[{'Hypoxemia': 0.7}, {'Aortic aneurysm': 0.2}, {'Recurrent urinary tract infections': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
10735	STAG2	460	1.9	[{'HP:0002650': 0.2}, {'HP:0002360': 0.2}, {'HP:0002019': 0.2}, {'HP:0001999': 0.2}, {'HP:0001250': 0.2}, {'HP:0001760': 0.2}]	[{'Scoliosis': 0.2}, {'Sleep disturbance': 0.2}, {'Constipation': 0.2}, {'Abnormal facial shape': 0.2}, {'Seizure': 0.2}, {'Abnormal foot morphology': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
128869	PIGU	461	1.89	[{'HP:0004626': 0.5}, {'HP:0002650': 0.6}, {'HP:0001382': 0.2}, {'HP:0001999': 0.2}, {'HP:0001250': 0.2}]	[{'Lumbar scoliosis': 0.5}, {'Scoliosis': 0.6}, {'Joint hypermobility': 0.2}, {'Abnormal facial shape': 0.2}, {'Seizure': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
8291	DYSF	462	1.89	[{'HP:0004626': 0.2}, {'HP:0012514': 0.2}, {'HP:0001760': 0.2}, {'HP:0001315': 0.2}]	[{'Lumbar scoliosis': 0.2}, {'Lower limb pain': 0.2}, {'Abnormal foot morphology': 0.2}, {'Reduced tendon reflexes': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
2643	GCH1	463	1.89	[{'HP:0002650': 0.2}, {'HP:0002360': 0.4}, {'HP:0000010': 0.2}, {'HP:0001250': 0.2}, {'HP:0001760': 0.2}, {'HP:0001315': 0.2}]	[{'Scoliosis': 0.2}, {'Sleep disturbance': 0.4}, {'Recurrent urinary tract infections': 0.2}, {'Seizure': 0.2}, {'Abnormal foot morphology': 0.2}, {'Reduced tendon reflexes': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
5189	PEX1	464	1.89	[{'HP:0001999': 0.4}, {'HP:0001250': 0.2}, {'HP:0001760': 0.2}, {'HP:0001315': 0.2}]	[{'Abnormal facial shape': 0.4}, {'Seizure': 0.2}, {'Abnormal foot morphology': 0.2}, {'Reduced tendon reflexes': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
715	C1R	465	1.89	[{'HP:0002650': 0.2}, {'HP:0001382': 0.9}, {'HP:0004942': 0.2}, {'HP:0001760': 0.2}]	[{'Scoliosis': 0.2}, {'Joint hypermobility': 0.9}, {'Aortic aneurysm': 0.2}, {'Abnormal foot morphology': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
1188	CLCNKB	466	1.89	[{'HP:0002360': 0.2}, {'HP:0000010': 0.2}, {'HP:0002019': 0.2}, {'HP:0001999': 0.2}, {'HP:0001250': 0.3}, {'HP:0001315': 0.2}]	[{'Sleep disturbance': 0.2}, {'Recurrent urinary tract infections': 0.2}, {'Constipation': 0.2}, {'Abnormal facial shape': 0.2}, {'Seizure': 0.3}, {'Reduced tendon reflexes': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
6572	SLC18A3	467	1.88	[{'HP:0002650': 0.2}, {'HP:0002360': 0.2}, {'HP:0001999': 0.2}, {'HP:0001250': 0.2}, {'HP:0001760': 0.2}, {'HP:0001315': 0.2}]	[{'Scoliosis': 0.2}, {'Sleep disturbance': 0.2}, {'Abnormal facial shape': 0.2}, {'Seizure': 0.2}, {'Abnormal foot morphology': 0.2}, {'Reduced tendon reflexes': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
60482	SLC5A7	468	1.88	[{'HP:0002650': 0.2}, {'HP:0002360': 0.2}, {'HP:0001999': 0.2}, {'HP:0001250': 0.2}, {'HP:0001760': 0.2}, {'HP:0001315': 0.2}]	[{'Scoliosis': 0.2}, {'Sleep disturbance': 0.2}, {'Abnormal facial shape': 0.2}, {'Seizure': 0.2}, {'Abnormal foot morphology': 0.2}, {'Reduced tendon reflexes': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
10381	TUBB3	469	1.88	[{'HP:0002650': 0.2}, {'HP:0001382': 0.2}, {'HP:0002360': 0.2}, {'HP:0001250': 0.2}, {'HP:0001760': 0.2}]	[{'Scoliosis': 0.2}, {'Joint hypermobility': 0.2}, {'Sleep disturbance': 0.2}, {'Seizure': 0.2}, {'Abnormal foot morphology': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
1305	COL13A1	470	1.88	[{'HP:0002650': 0.2}, {'HP:0002360': 0.2}, {'HP:0001999': 0.2}, {'HP:0001250': 0.2}, {'HP:0001760': 0.2}, {'HP:0001315': 0.2}]	[{'Scoliosis': 0.2}, {'Sleep disturbance': 0.2}, {'Abnormal facial shape': 0.2}, {'Seizure': 0.2}, {'Abnormal foot morphology': 0.2}, {'Reduced tendon reflexes': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
4287	ATXN3	471	1.87	[{'HP:0002360': 0.2}, {'HP:0012514': 0.2}, {'HP:0001315': 0.4}]	[{'Sleep disturbance': 0.2}, {'Lower limb pain': 0.2}, {'Reduced tendon reflexes': 0.4}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
54872	PIGG	472	1.87	[{'HP:0002650': 0.2}, {'HP:0001382': 0.2}, {'HP:0001999': 0.2}, {'HP:0001250': 0.3}, {'HP:0001760': 0.2}, {'HP:0001315': 0.2}]	[{'Scoliosis': 0.2}, {'Joint hypermobility': 0.2}, {'Abnormal facial shape': 0.2}, {'Seizure': 0.3}, {'Abnormal foot morphology': 0.2}, {'Reduced tendon reflexes': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
129285	PPP1R21	473	1.87	[{'HP:0002650': 0.2}, {'HP:0002019': 0.2}, {'HP:0001999': 0.4}, {'HP:0001250': 0.2}, {'HP:0001760': 0.2}, {'HP:0001315': 0.2}]	[{'Scoliosis': 0.2}, {'Constipation': 0.2}, {'Abnormal facial shape': 0.4}, {'Seizure': 0.2}, {'Abnormal foot morphology': 0.2}, {'Reduced tendon reflexes': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
51651	PTRH2	474	1.87	[{'HP:0012418': 0.2}, {'HP:0001999': 0.4}, {'HP:0001250': 0.2}, {'HP:0001760': 0.2}, {'HP:0001315': 0.2}]	[{'Hypoxemia': 0.2}, {'Abnormal facial shape': 0.4}, {'Seizure': 0.2}, {'Abnormal foot morphology': 0.2}, {'Reduced tendon reflexes': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
9896	FIG4	475	1.87	[{'HP:0030148': 0.2}, {'HP:0001999': 0.2}, {'HP:0001250': 0.2}, {'HP:0001760': 0.2}, {'HP:0001315': 0.2}]	[{'Heart murmur': 0.2}, {'Abnormal facial shape': 0.2}, {'Seizure': 0.2}, {'Abnormal foot morphology': 0.2}, {'Reduced tendon reflexes': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
649	BMP1	476	1.86	[{'HP:0004626': 0.2}, {'HP:0002650': 0.4}, {'HP:0001382': 0.2}, {'HP:0001999': 0.2}, {'HP:0012514': 0.2}]	[{'Lumbar scoliosis': 0.2}, {'Scoliosis': 0.4}, {'Joint hypermobility': 0.2}, {'Abnormal facial shape': 0.2}, {'Lower limb pain': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
3188	HNRNPH2	477	1.86	[{'HP:0002650': 0.2}, {'HP:0002019': 0.5}, {'HP:0001999': 0.2}, {'HP:0001250': 0.2}, {'HP:0001760': 0.2}]	[{'Scoliosis': 0.2}, {'Constipation': 0.5}, {'Abnormal facial shape': 0.2}, {'Seizure': 0.2}, {'Abnormal foot morphology': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
6469	SHH	478	1.86	[{'HP:0002650': 0.2}, {'HP:0002360': 0.2}, {'HP:0002019': 0.2}, {'HP:0001250': 0.2}, {'HP:0001760': 0.2}]	[{'Scoliosis': 0.2}, {'Sleep disturbance': 0.2}, {'Constipation': 0.2}, {'Seizure': 0.2}, {'Abnormal foot morphology': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
5604	MAP2K1	479	1.86	[{'HP:0002650': 0.2}, {'HP:0002019': 0.2}, {'HP:0001999': 0.2}, {'HP:0001250': 0.2}, {'HP:0001760': 0.2}]	[{'Scoliosis': 0.2}, {'Constipation': 0.2}, {'Abnormal facial shape': 0.2}, {'Seizure': 0.2}, {'Abnormal foot morphology': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
9244	CRLF1	480	1.86	[{'HP:0002650': 0.2}, {'HP:0000010': 0.2}, {'HP:0001999': 0.4}, {'HP:0001250': 0.2}, {'HP:0001760': 0.4}]	[{'Scoliosis': 0.2}, {'Recurrent urinary tract infections': 0.2}, {'Abnormal facial shape': 0.4}, {'Seizure': 0.2}, {'Abnormal foot morphology': 0.4}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
79796	ALG9	481	1.86	[{'HP:0004942': 0.2}, {'HP:0000010': 0.2}, {'HP:0001999': 0.2}, {'HP:0001250': 0.2}, {'HP:0001760': 0.2}]	[{'Aortic aneurysm': 0.2}, {'Recurrent urinary tract infections': 0.2}, {'Abnormal facial shape': 0.2}, {'Seizure': 0.2}, {'Abnormal foot morphology': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
23545	ATP6V0A2	482	1.86	[{'HP:0002650': 0.2}, {'HP:0001382': 0.2}, {'HP:0001999': 0.4}, {'HP:0001250': 0.2}, {'HP:0001760': 0.2}]	[{'Scoliosis': 0.2}, {'Joint hypermobility': 0.2}, {'Abnormal facial shape': 0.4}, {'Seizure': 0.2}, {'Abnormal foot morphology': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
5310	PKD1	483	1.85	[{'HP:0004942': 0.7}, {'HP:0000010': 0.5}]	[{'Aortic aneurysm': 0.7}, {'Recurrent urinary tract infections': 0.5}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
9200	HACD1	484	1.85	[{'HP:0012418': 0.2}, {'HP:0002650': 0.2}, {'HP:0002360': 0.2}, {'HP:0001999': 0.2}, {'HP:0004396': 0.2}, {'HP:0001760': 0.2}, {'HP:0001315': 0.2}]	[{'Hypoxemia': 0.2}, {'Scoliosis': 0.2}, {'Sleep disturbance': 0.2}, {'Abnormal facial shape': 0.2}, {'Poor appetite': 0.2}, {'Abnormal foot morphology': 0.2}, {'Reduced tendon reflexes': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
6616	SNAP25	485	1.85	[{'HP:0002650': 0.2}, {'HP:0002360': 0.2}, {'HP:0001999': 0.2}, {'HP:0001250': 0.2}, {'HP:0001760': 0.2}, {'HP:0001315': 0.2}]	[{'Scoliosis': 0.2}, {'Sleep disturbance': 0.2}, {'Abnormal facial shape': 0.2}, {'Seizure': 0.2}, {'Abnormal foot morphology': 0.2}, {'Reduced tendon reflexes': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
57716	PRX	486	1.85	[{'HP:0002650': 0.2}, {'HP:0001760': 0.5}, {'HP:0001315': 0.4}]	[{'Scoliosis': 0.2}, {'Abnormal foot morphology': 0.5}, {'Reduced tendon reflexes': 0.4}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
1131	CHRM3	487	1.85	[{'HP:0002650': 0.2}, {'HP:0000010': 0.5}, {'HP:0002019': 0.5}, {'HP:0001760': 0.2}]	[{'Scoliosis': 0.2}, {'Recurrent urinary tract infections': 0.5}, {'Constipation': 0.5}, {'Abnormal foot morphology': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
29925	GMPPB	488	1.85	[{'HP:0002650': 0.2}, {'HP:0001250': 0.2}, {'HP:0001760': 0.2}, {'HP:0001315': 0.4}]	[{'Scoliosis': 0.2}, {'Seizure': 0.2}, {'Abnormal foot morphology': 0.2}, {'Reduced tendon reflexes': 0.4}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
6576	SLC25A1	489	1.85	[{'HP:0002650': 0.2}, {'HP:0002360': 0.2}, {'HP:0001999': 0.2}, {'HP:0001250': 0.2}, {'HP:0001760': 0.2}, {'HP:0001315': 0.2}]	[{'Scoliosis': 0.2}, {'Sleep disturbance': 0.2}, {'Abnormal facial shape': 0.2}, {'Seizure': 0.2}, {'Abnormal foot morphology': 0.2}, {'Reduced tendon reflexes': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
54499	TMCO1	490	1.85	[{'HP:0002650': 0.4}, {'HP:0001382': 0.2}, {'HP:0001999': 0.2}, {'HP:0001760': 0.2}]	[{'Scoliosis': 0.4}, {'Joint hypermobility': 0.2}, {'Abnormal facial shape': 0.2}, {'Abnormal foot morphology': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
26278	SACS	491	1.84	[{'HP:0002650': 0.2}, {'HP:0001760': 0.2}, {'HP:0001315': 0.7}]	[{'Scoliosis': 0.2}, {'Abnormal foot morphology': 0.2}, {'Reduced tendon reflexes': 0.7}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
9215	LARGE1	492	1.84	[{'HP:0002650': 0.2}, {'HP:0002360': 0.2}, {'HP:0001250': 0.2}, {'HP:0001760': 0.2}, {'HP:0001315': 0.4}]	[{'Scoliosis': 0.2}, {'Sleep disturbance': 0.2}, {'Seizure': 0.2}, {'Abnormal foot morphology': 0.2}, {'Reduced tendon reflexes': 0.4}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
6608	SMO	493	1.84	[{'HP:0002360': 0.2}, {'HP:0002019': 0.5}, {'HP:0001999': 0.2}, {'HP:0001250': 0.2}, {'HP:0001760': 0.2}]	[{'Sleep disturbance': 0.2}, {'Constipation': 0.5}, {'Abnormal facial shape': 0.2}, {'Seizure': 0.2}, {'Abnormal foot morphology': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
283489	CHAMP1	494	1.84	[{'HP:0002650': 0.2}, {'HP:0001382': 0.2}, {'HP:0002360': 0.2}, {'HP:0002019': 0.2}, {'HP:0001999': 0.4}, {'HP:0001250': 0.2}]	[{'Scoliosis': 0.2}, {'Joint hypermobility': 0.2}, {'Sleep disturbance': 0.2}, {'Constipation': 0.2}, {'Abnormal facial shape': 0.4}, {'Seizure': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
9939	RBM8A	495	1.84	[{'HP:0002650': 0.2}, {'HP:0001250': 0.2}, {'HP:0012514': 0.2}, {'HP:0001760': 0.2}, {'HP:0001315': 0.4}]	[{'Scoliosis': 0.2}, {'Seizure': 0.2}, {'Lower limb pain': 0.2}, {'Abnormal foot morphology': 0.2}, {'Reduced tendon reflexes': 0.4}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
2588	GALNS	496	1.84	[{'HP:0004626': 0.5}, {'HP:0002650': 0.2}, {'HP:0000010': 0.2}, {'HP:0001999': 0.2}]	[{'Lumbar scoliosis': 0.5}, {'Scoliosis': 0.2}, {'Recurrent urinary tract infections': 0.2}, {'Abnormal facial shape': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
201163	FLCN	497	1.84	[{'HP:0004626': 0.2}, {'HP:0002650': 0.2}, {'HP:0002360': 0.2}, {'HP:0001999': 0.4}, {'HP:0001250': 0.2}]	[{'Lumbar scoliosis': 0.2}, {'Scoliosis': 0.2}, {'Sleep disturbance': 0.2}, {'Abnormal facial shape': 0.4}, {'Seizure': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
5354	PLP1	498	1.83	[{'HP:0002650': 0.2}, {'HP:0002360': 0.2}, {'HP:0001250': 0.2}, {'HP:0001760': 0.2}, {'HP:0001315': 0.2}]	[{'Scoliosis': 0.2}, {'Sleep disturbance': 0.2}, {'Seizure': 0.2}, {'Abnormal foot morphology': 0.2}, {'Reduced tendon reflexes': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
5894	RAF1	499	1.83	[{'HP:0002650': 0.2}, {'HP:0001382': 0.2}, {'HP:0004942': 0.2}, {'HP:0001999': 0.2}, {'HP:0001760': 0.2}]	[{'Scoliosis': 0.2}, {'Joint hypermobility': 0.2}, {'Aortic aneurysm': 0.2}, {'Abnormal facial shape': 0.2}, {'Abnormal foot morphology': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
392255	GDF6	500	1.83	[{'HP:0002650': 0.4}, {'HP:0001382': 0.2}, {'HP:0001999': 0.2}, {'HP:0001250': 0.2}, {'HP:0001760': 0.2}]	[{'Scoliosis': 0.4}, {'Joint hypermobility': 0.2}, {'Abnormal facial shape': 0.2}, {'Seizure': 0.2}, {'Abnormal foot morphology': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
6299	SALL1	501	1.83	[{'HP:0002019': 0.2}, {'HP:0001999': 0.2}, {'HP:0001760': 0.7}]	[{'Constipation': 0.2}, {'Abnormal facial shape': 0.2}, {'Abnormal foot morphology': 0.7}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
1303	COL12A1	502	1.83	[{'HP:0002650': 0.2}, {'HP:0001382': 0.5}, {'HP:0001760': 0.2}, {'HP:0001315': 0.4}]	[{'Scoliosis': 0.2}, {'Joint hypermobility': 0.5}, {'Abnormal foot morphology': 0.2}, {'Reduced tendon reflexes': 0.4}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
8085	KMT2D	503	1.83	[{'HP:0002650': 0.2}, {'HP:0001382': 0.2}, {'HP:0002360': 0.2}, {'HP:0001999': 0.4}, {'HP:0001250': 0.2}]	[{'Scoliosis': 0.2}, {'Joint hypermobility': 0.2}, {'Sleep disturbance': 0.2}, {'Abnormal facial shape': 0.4}, {'Seizure': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
4297	KMT2A	504	1.82	[{'HP:0001382': 0.2}, {'HP:0002019': 0.2}, {'HP:0001999': 0.4}, {'HP:0001250': 0.2}, {'HP:0001760': 0.2}]	[{'Joint hypermobility': 0.2}, {'Constipation': 0.2}, {'Abnormal facial shape': 0.4}, {'Seizure': 0.2}, {'Abnormal foot morphology': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
23233	EXOC6B	505	1.82	[{'HP:0004626': 0.2}, {'HP:0002650': 0.4}, {'HP:0001382': 0.2}, {'HP:0001999': 0.2}, {'HP:0001760': 0.2}]	[{'Lumbar scoliosis': 0.2}, {'Scoliosis': 0.4}, {'Joint hypermobility': 0.2}, {'Abnormal facial shape': 0.2}, {'Abnormal foot morphology': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
6326	SCN2A	506	1.82	[{'HP:0002360': 0.4}, {'HP:0001250': 0.6}, {'HP:0001760': 0.2}]	[{'Sleep disturbance': 0.4}, {'Seizure': 0.6}, {'Abnormal foot morphology': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
23363	OBSL1	507	1.82	[{'HP:0004626': 0.5}, {'HP:0002650': 0.2}, {'HP:0001382': 0.2}, {'HP:0001999': 0.2}, {'HP:0001760': 0.2}]	[{'Lumbar scoliosis': 0.5}, {'Scoliosis': 0.2}, {'Joint hypermobility': 0.2}, {'Abnormal facial shape': 0.2}, {'Abnormal foot morphology': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
29998	BICRA	508	1.82	[{'HP:0002650': 0.2}, {'HP:0002360': 0.2}, {'HP:0002019': 0.5}, {'HP:0030148': 0.2}, {'HP:0001250': 0.2}]	[{'Scoliosis': 0.2}, {'Sleep disturbance': 0.2}, {'Constipation': 0.5}, {'Heart murmur': 0.2}, {'Seizure': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
7468	NSD2	509	1.81	[{'HP:0002650': 0.2}, {'HP:0002019': 0.2}, {'HP:0001999': 0.4}, {'HP:0001250': 0.2}, {'HP:0001760': 0.2}]	[{'Scoliosis': 0.2}, {'Constipation': 0.2}, {'Abnormal facial shape': 0.4}, {'Seizure': 0.2}, {'Abnormal foot morphology': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
255738	PCSK9	510	1.81	[{'HP:0012418': 0.2}, {'HP:0004942': 0.2}, {'HP:0030148': 0.2}, {'HP:0012514': 0.2}, {'HP:0001315': 0.2}]	[{'Hypoxemia': 0.2}, {'Aortic aneurysm': 0.2}, {'Heart murmur': 0.2}, {'Lower limb pain': 0.2}, {'Reduced tendon reflexes': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
6521	SLC4A1	511	1.81	[{'HP:0012418': 0.2}, {'HP:0002360': 0.2}, {'HP:0000010': 0.5}, {'HP:0002019': 0.2}, {'HP:0004396': 0.2}]	[{'Hypoxemia': 0.2}, {'Sleep disturbance': 0.2}, {'Recurrent urinary tract infections': 0.5}, {'Constipation': 0.2}, {'Poor appetite': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
8405	SPOP	512	1.81	[{'HP:0002360': 0.7}, {'HP:0002019': 0.2}, {'HP:0001999': 0.2}, {'HP:0001250': 0.2}]	[{'Sleep disturbance': 0.7}, {'Constipation': 0.2}, {'Abnormal facial shape': 0.2}, {'Seizure': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
1103	CHAT	513	1.81	[{'HP:0002650': 0.2}, {'HP:0002360': 0.2}, {'HP:0001999': 0.2}, {'HP:0001250': 0.2}, {'HP:0001760': 0.2}, {'HP:0001315': 0.2}]	[{'Scoliosis': 0.2}, {'Sleep disturbance': 0.2}, {'Abnormal facial shape': 0.2}, {'Seizure': 0.2}, {'Abnormal foot morphology': 0.2}, {'Reduced tendon reflexes': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
285489	DOK7	514	1.8	[{'HP:0002650': 0.2}, {'HP:0002360': 0.2}, {'HP:0001760': 0.4}, {'HP:0001315': 0.4}]	[{'Scoliosis': 0.2}, {'Sleep disturbance': 0.2}, {'Abnormal foot morphology': 0.4}, {'Reduced tendon reflexes': 0.4}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
10479	SLC9A6	515	1.8	[{'HP:0001382': 0.2}, {'HP:0002360': 0.2}, {'HP:0001999': 0.2}, {'HP:0001250': 0.3}, {'HP:0001760': 0.2}]	[{'Joint hypermobility': 0.2}, {'Sleep disturbance': 0.2}, {'Abnormal facial shape': 0.2}, {'Seizure': 0.3}, {'Abnormal foot morphology': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
3423	IDS	516	1.8	[{'HP:0002360': 0.2}, {'HP:0000010': 0.2}, {'HP:0030148': 0.2}, {'HP:0001999': 0.2}, {'HP:0001250': 0.2}, {'HP:0001760': 0.2}]	[{'Sleep disturbance': 0.2}, {'Recurrent urinary tract infections': 0.2}, {'Heart murmur': 0.2}, {'Abnormal facial shape': 0.2}, {'Seizure': 0.2}, {'Abnormal foot morphology': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
4649	MYO9A	517	1.8	[{'HP:0002650': 0.2}, {'HP:0002360': 0.2}, {'HP:0001999': 0.2}, {'HP:0001250': 0.2}, {'HP:0001760': 0.2}, {'HP:0001315': 0.2}]	[{'Scoliosis': 0.2}, {'Sleep disturbance': 0.2}, {'Abnormal facial shape': 0.2}, {'Seizure': 0.2}, {'Abnormal foot morphology': 0.2}, {'Reduced tendon reflexes': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
1457	CSNK2A1	518	1.8	[{'HP:0002650': 0.2}, {'HP:0001382': 0.2}, {'HP:0002019': 0.5}, {'HP:0001999': 0.4}, {'HP:0001250': 0.2}]	[{'Scoliosis': 0.2}, {'Joint hypermobility': 0.2}, {'Constipation': 0.5}, {'Abnormal facial shape': 0.4}, {'Seizure': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
50484	RRM2B	519	1.8	[{'HP:0002650': 0.2}, {'HP:0002019': 0.2}, {'HP:0001250': 0.2}, {'HP:0004396': 0.2}, {'HP:0001315': 0.2}]	[{'Scoliosis': 0.2}, {'Constipation': 0.2}, {'Seizure': 0.2}, {'Poor appetite': 0.2}, {'Reduced tendon reflexes': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
7227	TRPS1	520	1.79	[{'HP:0002650': 0.2}, {'HP:0001382': 0.2}, {'HP:0000010': 0.2}, {'HP:0001999': 0.2}, {'HP:0001760': 0.2}]	[{'Scoliosis': 0.2}, {'Joint hypermobility': 0.2}, {'Recurrent urinary tract infections': 0.2}, {'Abnormal facial shape': 0.2}, {'Abnormal foot morphology': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
