#gene_id	gene_symbol	rank	score	hpo_implicated	hpo_description_implicated	phenotype_specificity
4763	NF1	1	10.54	[{'HP:0002624': 0.2}, {'HP:0009732': 1.0}, {'HP:0030693': 0.2}, {'HP:0009592': 0.7}, {'HP:0100545': 0.7}, {'HP:0002315': 0.7}, {'HP:0000980': 0.5}, {'HP:0001056': 0.2}, {'HP:0025502': 0.2}, {'HP:0001067': 1.0}, {'HP:0007663': 0.2}, {'HP:0009733': 1.0}, {'HP:0000822': 0.5}]	[{'Abnormal venous morphology': 0.2}, {'Plexiform neurofibroma': 1.0}, {'Supratentorial neoplasm': 0.2}, {'Astrocytoma': 0.7}, {'Arterial stenosis': 0.7}, {'Headache': 0.7}, {'Pallor': 0.5}, {'Milia': 0.2}, {'Overweight': 0.2}, {'Neurofibromas': 1.0}, {'Reduced visual acuity': 0.2}, {'Glioma': 1.0}, {'Hypertension': 0.5}]	A - the reported phenotype is highly specific and relatively unique to the gene (top 40, 50 perc of diagnosis in PhenoGenius cohort).
23209	MLC1	284	1.68	[{'HP:0001270': 0.2}, {'HP:0009592': 0.2}, {'HP:0001317': 0.4}, {'HP:0001056': 0.5}]	[{'Motor delay': 0.2}, {'Astrocytoma': 0.2}, {'Abnormal cerebellum morphology': 0.4}, {'Milia': 0.5}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
5053	PAH	285	1.66	[{'HP:0002315': 0.5}, {'HP:0001056': 0.5}, {'HP:0025502': 0.2}]	[{'Headache': 0.5}, {'Milia': 0.5}, {'Overweight': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
114902	C1QTNF5	286	1.66	[{'HP:0009732': 0.2}, {'HP:0007663': 0.2}, {'HP:0000822': 0.2}]	[{'Plexiform neurofibroma': 0.2}, {'Reduced visual acuity': 0.2}, {'Hypertension': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
56652	TWNK	287	1.66	[{'HP:0001317': 0.2}, {'HP:0002315': 0.5}, {'HP:0001254': 0.5}]	[{'Abnormal cerebellum morphology': 0.2}, {'Headache': 0.5}, {'Lethargy': 0.5}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
1161	ERCC8	288	1.66	[{'HP:0002624': 0.2}, {'HP:0100545': 0.2}, {'HP:0001317': 0.2}, {'HP:0000822': 0.2}]	[{'Abnormal venous morphology': 0.2}, {'Arterial stenosis': 0.2}, {'Abnormal cerebellum morphology': 0.2}, {'Hypertension': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
6314	ATXN7	289	1.66	[{'HP:0001270': 0.2}, {'HP:0001317': 0.4}, {'HP:0007663': 0.7}]	[{'Motor delay': 0.2}, {'Abnormal cerebellum morphology': 0.4}, {'Reduced visual acuity': 0.7}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
6311	ATXN2	290	1.65	[{'HP:0030693': 0.2}, {'HP:0012286': 0.2}, {'HP:0001317': 0.4}, {'HP:0000980': 0.2}]	[{'Supratentorial neoplasm': 0.2}, {'Abnormal hypothalamus morphology': 0.2}, {'Abnormal cerebellum morphology': 0.4}, {'Pallor': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
4683	NBN	291	1.65	[{'HP:0009592': 0.2}, {'HP:0009733': 0.7}]	[{'Astrocytoma': 0.2}, {'Glioma': 0.7}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
215	ABCD1	292	1.64	[{'HP:0002624': 0.2}, {'HP:0012286': 0.2}, {'HP:0007663': 0.4}]	[{'Abnormal venous morphology': 0.2}, {'Abnormal hypothalamus morphology': 0.2}, {'Reduced visual acuity': 0.4}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
5009	OTC	293	1.64	[{'HP:0002624': 0.2}, {'HP:0100545': 0.2}, {'HP:0000980': 0.2}, {'HP:0001254': 0.7}]	[{'Abnormal venous morphology': 0.2}, {'Arterial stenosis': 0.2}, {'Pallor': 0.2}, {'Lethargy': 0.7}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
2475	MTOR	294	1.64	[{'HP:0030693': 0.2}, {'HP:0009592': 0.2}, {'HP:0007663': 0.2}, {'HP:0009733': 0.2}]	[{'Supratentorial neoplasm': 0.2}, {'Astrocytoma': 0.2}, {'Reduced visual acuity': 0.2}, {'Glioma': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
389827	MYMK	295	1.64	[{'HP:0001270': 0.6}, {'HP:0001317': 0.2}, {'HP:0000822': 0.2}]	[{'Motor delay': 0.6}, {'Abnormal cerebellum morphology': 0.2}, {'Hypertension': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
229	ALDOB	296	1.63	[{'HP:0002315': 0.2}, {'HP:0000980': 0.2}, {'HP:0001056': 0.2}, {'HP:0001254': 0.7}]	[{'Headache': 0.2}, {'Pallor': 0.2}, {'Milia': 0.2}, {'Lethargy': 0.7}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
85358	SHANK3	297	1.63	[{'HP:0001270': 0.4}, {'HP:0001317': 0.2}, {'HP:0002315': 0.2}, {'HP:0000980': 0.2}]	[{'Motor delay': 0.4}, {'Abnormal cerebellum morphology': 0.2}, {'Headache': 0.2}, {'Pallor': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
6792	CDKL5	298	1.61	[{'HP:0001270': 0.6}, {'HP:0001317': 0.2}, {'HP:0001254': 0.2}]	[{'Motor delay': 0.6}, {'Abnormal cerebellum morphology': 0.2}, {'Lethargy': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
1312	COMT	299	1.6	[{'HP:0002624': 0.2}, {'HP:0012286': 0.2}, {'HP:0002315': 0.2}, {'HP:0001067': 0.2}, {'HP:0000822': 0.2}]	[{'Abnormal venous morphology': 0.2}, {'Abnormal hypothalamus morphology': 0.2}, {'Headache': 0.2}, {'Neurofibromas': 0.2}, {'Hypertension': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
64132	XYLT2	300	1.6	[{'HP:0100545': 0.5}, {'HP:0007663': 0.2}, {'HP:0000822': 0.5}]	[{'Arterial stenosis': 0.5}, {'Reduced visual acuity': 0.2}, {'Hypertension': 0.5}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
4758	NEU1	301	1.59	[{'HP:0002624': 0.2}, {'HP:0001270': 0.2}, {'HP:0012286': 0.2}, {'HP:0001056': 0.5}]	[{'Abnormal venous morphology': 0.2}, {'Motor delay': 0.2}, {'Abnormal hypothalamus morphology': 0.2}, {'Milia': 0.5}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
8893	EIF2B5	302	1.59	[{'HP:0030693': 0.2}, {'HP:0007663': 0.2}, {'HP:0001254': 0.7}]	[{'Supratentorial neoplasm': 0.2}, {'Reduced visual acuity': 0.2}, {'Lethargy': 0.7}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
1376	CPT2	303	1.59	[{'HP:0001317': 0.2}, {'HP:0002315': 0.2}, {'HP:0001056': 0.2}, {'HP:0001254': 0.5}]	[{'Abnormal cerebellum morphology': 0.2}, {'Headache': 0.2}, {'Milia': 0.2}, {'Lethargy': 0.5}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
34	ACADM	304	1.59	[{'HP:0012286': 0.2}, {'HP:0001254': 0.9}]	[{'Abnormal hypothalamus morphology': 0.2}, {'Lethargy': 0.9}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
335	APOA1	305	1.58	[{'HP:0100545': 0.5}, {'HP:0000822': 0.2}]	[{'Arterial stenosis': 0.5}, {'Hypertension': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
60529	ALX4	306	1.58	[{'HP:0002624': 0.2}, {'HP:0001317': 0.2}, {'HP:0002315': 0.5}, {'HP:0000822': 0.2}]	[{'Abnormal venous morphology': 0.2}, {'Abnormal cerebellum morphology': 0.2}, {'Headache': 0.5}, {'Hypertension': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
65266	WNK4	307	1.58	[{'HP:0002315': 0.2}, {'HP:0000822': 0.7}]	[{'Headache': 0.2}, {'Hypertension': 0.7}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
5015	OTX2	308	1.58	[{'HP:0001317': 0.2}, {'HP:0001067': 0.2}]	[{'Abnormal cerebellum morphology': 0.2}, {'Neurofibromas': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
6928	HNF1B	309	1.58	[{'HP:0030693': 0.5}, {'HP:0001056': 0.2}, {'HP:0025502': 0.2}]	[{'Supratentorial neoplasm': 0.5}, {'Milia': 0.2}, {'Overweight': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
2784	GNB3	310	1.57	[{'HP:0007663': 0.2}, {'HP:0000822': 0.5}]	[{'Reduced visual acuity': 0.2}, {'Hypertension': 0.5}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
57728	WDR19	311	1.57	[{'HP:0009732': 0.2}, {'HP:0000980': 0.2}, {'HP:0001056': 0.2}, {'HP:0007663': 0.2}, {'HP:0000822': 0.2}]	[{'Plexiform neurofibroma': 0.2}, {'Pallor': 0.2}, {'Milia': 0.2}, {'Reduced visual acuity': 0.2}, {'Hypertension': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
1639	DCTN1	312	1.57	[{'HP:0001270': 0.2}, {'HP:0001254': 0.2}, {'HP:0000822': 0.2}]	[{'Motor delay': 0.2}, {'Lethargy': 0.2}, {'Hypertension': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
7399	USH2A	313	1.56	[{'HP:0001317': 0.2}, {'HP:0007663': 0.7}]	[{'Abnormal cerebellum morphology': 0.2}, {'Reduced visual acuity': 0.7}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
7010	TEK	314	1.56	[{'HP:0002624': 0.7}, {'HP:0001067': 0.2}, {'HP:0007663': 0.2}]	[{'Abnormal venous morphology': 0.7}, {'Neurofibromas': 0.2}, {'Reduced visual acuity': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
4040	LRP6	315	1.56	[{'HP:0100545': 0.5}, {'HP:0000822': 0.5}]	[{'Arterial stenosis': 0.5}, {'Hypertension': 0.5}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
84277	DNAJC30	316	1.55	[{'HP:0100545': 0.2}, {'HP:0001317': 0.2}, {'HP:0007663': 0.4}, {'HP:0000822': 0.2}]	[{'Arterial stenosis': 0.2}, {'Abnormal cerebellum morphology': 0.2}, {'Reduced visual acuity': 0.4}, {'Hypertension': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
7054	TH	317	1.55	[{'HP:0001270': 0.4}, {'HP:0001317': 0.2}, {'HP:0001254': 0.7}]	[{'Motor delay': 0.4}, {'Abnormal cerebellum morphology': 0.2}, {'Lethargy': 0.7}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
94137	RP1L1	318	1.55	[{'HP:0000980': 0.5}, {'HP:0007663': 0.7}]	[{'Pallor': 0.5}, {'Reduced visual acuity': 0.7}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
5449	POU1F1	319	1.55	[{'HP:0030693': 0.2}, {'HP:0001317': 0.2}, {'HP:0025502': 0.2}, {'HP:0001254': 0.2}]	[{'Supratentorial neoplasm': 0.2}, {'Abnormal cerebellum morphology': 0.2}, {'Overweight': 0.2}, {'Lethargy': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
2147	F2	320	1.55	[{'HP:0002624': 0.7}, {'HP:0000822': 0.2}]	[{'Abnormal venous morphology': 0.7}, {'Hypertension': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
26580	BSCL2	321	1.55	[{'HP:0002624': 0.2}, {'HP:0001270': 0.2}, {'HP:0012286': 0.2}, {'HP:0000822': 0.2}]	[{'Abnormal venous morphology': 0.2}, {'Motor delay': 0.2}, {'Abnormal hypothalamus morphology': 0.2}, {'Hypertension': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
7045	TGFBI	322	1.54	[{'HP:0001270': 0.2}, {'HP:0001056': 0.2}, {'HP:0007663': 0.7}, {'HP:0009733': 0.2}]	[{'Motor delay': 0.2}, {'Milia': 0.2}, {'Reduced visual acuity': 0.7}, {'Glioma': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
6638	SNRPN	323	1.54	[{'HP:0001270': 0.4}, {'HP:0012286': 0.2}, {'HP:0025502': 0.2}]	[{'Motor delay': 0.4}, {'Abnormal hypothalamus morphology': 0.2}, {'Overweight': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
3073	HEXA	324	1.54	[{'HP:0012286': 0.2}, {'HP:0000980': 0.2}, {'HP:0001056': 0.2}, {'HP:0007663': 0.2}]	[{'Abnormal hypothalamus morphology': 0.2}, {'Pallor': 0.2}, {'Milia': 0.2}, {'Reduced visual acuity': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
7124	TNF	325	1.54	[{'HP:0030693': 0.2}, {'HP:0002315': 0.7}, {'HP:0000822': 0.2}]	[{'Supratentorial neoplasm': 0.2}, {'Headache': 0.7}, {'Hypertension': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
2581	GALC	326	1.54	[{'HP:0001270': 0.2}, {'HP:0000980': 0.2}, {'HP:0001056': 0.2}, {'HP:0007663': 0.4}]	[{'Motor delay': 0.2}, {'Pallor': 0.2}, {'Milia': 0.2}, {'Reduced visual acuity': 0.4}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
2690	GHR	327	1.54	[{'HP:0001270': 0.2}, {'HP:0100545': 0.7}]	[{'Motor delay': 0.2}, {'Arterial stenosis': 0.7}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
8425	LTBP4	328	1.54	[{'HP:0001270': 0.2}, {'HP:0100545': 0.5}, {'HP:0000822': 0.2}]	[{'Motor delay': 0.2}, {'Arterial stenosis': 0.5}, {'Hypertension': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
64240	ABCG5	329	1.53	[{'HP:0100545': 0.5}, {'HP:0001056': 0.2}, {'HP:0000822': 0.2}]	[{'Arterial stenosis': 0.5}, {'Milia': 0.2}, {'Hypertension': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
4692	NDN	330	1.53	[{'HP:0001270': 0.4}, {'HP:0012286': 0.2}, {'HP:0025502': 0.2}]	[{'Motor delay': 0.4}, {'Abnormal hypothalamus morphology': 0.2}, {'Overweight': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
57688	ZSWIM6	331	1.53	[{'HP:0002624': 0.2}, {'HP:0001270': 0.2}, {'HP:0012286': 0.2}, {'HP:0001317': 0.2}]	[{'Abnormal venous morphology': 0.2}, {'Motor delay': 0.2}, {'Abnormal hypothalamus morphology': 0.2}, {'Abnormal cerebellum morphology': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
51085	MLXIPL	332	1.52	[{'HP:0100545': 0.2}, {'HP:0001317': 0.2}, {'HP:0007663': 0.2}, {'HP:0000822': 0.2}]	[{'Arterial stenosis': 0.2}, {'Abnormal cerebellum morphology': 0.2}, {'Reduced visual acuity': 0.2}, {'Hypertension': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
567	B2M	333	1.51	[{'HP:0002315': 0.2}, {'HP:0000822': 0.5}]	[{'Headache': 0.2}, {'Hypertension': 0.5}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
3617	IMPG1	334	1.51	[{'HP:0000980': 0.5}, {'HP:0007663': 0.7}]	[{'Pallor': 0.5}, {'Reduced visual acuity': 0.7}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
3777	KCNK3	335	1.51	[{'HP:0009732': 0.5}, {'HP:0100545': 0.2}, {'HP:0000822': 0.5}]	[{'Plexiform neurofibroma': 0.5}, {'Arterial stenosis': 0.2}, {'Hypertension': 0.5}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
5626	PROP1	336	1.51	[{'HP:0012286': 0.2}, {'HP:0001317': 0.2}, {'HP:0025502': 0.2}, {'HP:0001254': 0.2}]	[{'Abnormal hypothalamus morphology': 0.2}, {'Abnormal cerebellum morphology': 0.2}, {'Overweight': 0.2}, {'Lethargy': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
7015	TERT	337	1.51	[{'HP:0001317': 0.2}, {'HP:0002315': 0.2}, {'HP:0001067': 0.2}, {'HP:0007663': 0.2}]	[{'Abnormal cerebellum morphology': 0.2}, {'Headache': 0.2}, {'Neurofibromas': 0.2}, {'Reduced visual acuity': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
51524	TMEM138	338	1.51	[{'HP:0001270': 0.2}, {'HP:0001317': 0.6}, {'HP:0007663': 0.2}]	[{'Motor delay': 0.2}, {'Abnormal cerebellum morphology': 0.6}, {'Reduced visual acuity': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
3155	HMGCL	339	1.51	[{'HP:0000980': 0.2}, {'HP:0001254': 0.9}]	[{'Pallor': 0.2}, {'Lethargy': 0.9}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
10516	FBLN5	340	1.51	[{'HP:0001270': 0.2}, {'HP:0100545': 0.7}, {'HP:0000822': 0.2}]	[{'Motor delay': 0.2}, {'Arterial stenosis': 0.7}, {'Hypertension': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
51604	PIGT	341	1.5	[{'HP:0001317': 0.4}, {'HP:0002315': 0.5}]	[{'Abnormal cerebellum morphology': 0.4}, {'Headache': 0.5}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
2548	GAA	342	1.5	[{'HP:0001270': 0.2}, {'HP:0002315': 0.2}, {'HP:0001056': 0.2}, {'HP:0001067': 0.2}]	[{'Motor delay': 0.2}, {'Headache': 0.2}, {'Milia': 0.2}, {'Neurofibromas': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
1028	CDKN1C	343	1.5	[{'HP:0001270': 0.2}, {'HP:0030693': 0.2}, {'HP:0001317': 0.2}, {'HP:0001056': 0.2}]	[{'Motor delay': 0.2}, {'Supratentorial neoplasm': 0.2}, {'Abnormal cerebellum morphology': 0.2}, {'Milia': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
9786	KIAA0586	344	1.5	[{'HP:0001270': 0.2}, {'HP:0001317': 0.6}]	[{'Motor delay': 0.2}, {'Abnormal cerebellum morphology': 0.6}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
2812	GP1BB	345	1.5	[{'HP:0002624': 0.2}, {'HP:0002315': 0.2}, {'HP:0007663': 0.2}, {'HP:0000822': 0.2}]	[{'Abnormal venous morphology': 0.2}, {'Headache': 0.2}, {'Reduced visual acuity': 0.2}, {'Hypertension': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
338328	GPIHBP1	346	1.5	[{'HP:0030693': 0.2}, {'HP:0100545': 0.5}, {'HP:0001056': 0.5}]	[{'Supratentorial neoplasm': 0.2}, {'Arterial stenosis': 0.5}, {'Milia': 0.5}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
3856	KRT8	347	1.5	[{'HP:0001056': 0.2}, {'HP:0001254': 0.5}, {'HP:0000822': 0.5}]	[{'Milia': 0.2}, {'Lethargy': 0.5}, {'Hypertension': 0.5}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
4574	TRNS1	348	1.49	[{'HP:0001270': 0.2}, {'HP:0002315': 0.5}, {'HP:0000822': 0.2}]	[{'Motor delay': 0.2}, {'Headache': 0.5}, {'Hypertension': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
9851	KIAA0753	349	1.49	[{'HP:0001270': 0.2}, {'HP:0012286': 0.2}, {'HP:0001317': 0.4}]	[{'Motor delay': 0.2}, {'Abnormal hypothalamus morphology': 0.2}, {'Abnormal cerebellum morphology': 0.4}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
6331	SCN5A	350	1.49	[{'HP:0100545': 0.2}, {'HP:0002315': 0.2}, {'HP:0001067': 0.2}, {'HP:0009733': 0.2}, {'HP:0000822': 0.2}]	[{'Arterial stenosis': 0.2}, {'Headache': 0.2}, {'Neurofibromas': 0.2}, {'Glioma': 0.2}, {'Hypertension': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
2626	GATA4	351	1.48	[{'HP:0002624': 0.2}, {'HP:0100545': 0.2}, {'HP:0009733': 0.2}, {'HP:0000822': 0.2}]	[{'Abnormal venous morphology': 0.2}, {'Arterial stenosis': 0.2}, {'Glioma': 0.2}, {'Hypertension': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
9839	ZEB2	352	1.48	[{'HP:0001270': 0.6}, {'HP:0100545': 0.2}, {'HP:0001317': 0.2}]	[{'Motor delay': 0.6}, {'Arterial stenosis': 0.2}, {'Abnormal cerebellum morphology': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
8820	HESX1	353	1.48	[{'HP:0012286': 0.2}, {'HP:0001317': 0.2}, {'HP:0025502': 0.2}, {'HP:0001254': 0.2}]	[{'Abnormal hypothalamus morphology': 0.2}, {'Abnormal cerebellum morphology': 0.2}, {'Overweight': 0.2}, {'Lethargy': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
4023	LPL	354	1.48	[{'HP:0030693': 0.2}, {'HP:0012286': 0.2}, {'HP:0100545': 0.2}, {'HP:0025502': 0.2}]	[{'Supratentorial neoplasm': 0.2}, {'Abnormal hypothalamus morphology': 0.2}, {'Arterial stenosis': 0.2}, {'Overweight': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
4191	MDH2	355	1.48	[{'HP:0001317': 0.4}, {'HP:0002315': 0.2}, {'HP:0000980': 0.2}, {'HP:0000822': 0.2}]	[{'Abnormal cerebellum morphology': 0.4}, {'Headache': 0.2}, {'Pallor': 0.2}, {'Hypertension': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
4552	MTRR	356	1.47	[{'HP:0000980': 0.2}, {'HP:0007663': 0.2}, {'HP:0001254': 0.2}, {'HP:0000822': 0.2}]	[{'Pallor': 0.2}, {'Reduced visual acuity': 0.2}, {'Lethargy': 0.2}, {'Hypertension': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
7078	TIMP3	357	1.47	[{'HP:0007663': 0.9}]	[{'Reduced visual acuity': 0.9}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
22926	ATF6	358	1.47	[{'HP:0009732': 0.5}, {'HP:0007663': 0.9}]	[{'Plexiform neurofibroma': 0.5}, {'Reduced visual acuity': 0.9}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
1410	CRYAB	359	1.47	[{'HP:0001056': 0.2}, {'HP:0001067': 0.2}, {'HP:0009733': 0.2}, {'HP:0000822': 0.2}]	[{'Milia': 0.2}, {'Neurofibromas': 0.2}, {'Glioma': 0.2}, {'Hypertension': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
6338	SCNN1B	360	1.47	[{'HP:0100545': 0.2}, {'HP:0000822': 0.7}]	[{'Arterial stenosis': 0.2}, {'Hypertension': 0.7}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
657	BMPR1A	361	1.47	[{'HP:0001270': 0.2}, {'HP:0002315': 0.2}, {'HP:0000980': 0.2}, {'HP:0009733': 0.2}]	[{'Motor delay': 0.2}, {'Headache': 0.2}, {'Pallor': 0.2}, {'Glioma': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
84162	KIAA1109	362	1.46	[{'HP:0030693': 0.7}, {'HP:0001317': 0.4}]	[{'Supratentorial neoplasm': 0.7}, {'Abnormal cerebellum morphology': 0.4}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
7941	PLA2G7	363	1.46	[{'HP:0002624': 0.2}, {'HP:0025502': 0.2}, {'HP:0000822': 0.2}]	[{'Abnormal venous morphology': 0.2}, {'Overweight': 0.2}, {'Hypertension': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
2539	G6PD	364	1.46	[{'HP:0000980': 0.5}, {'HP:0000822': 0.5}]	[{'Pallor': 0.5}, {'Hypertension': 0.5}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
7043	TGFB3	365	1.46	[{'HP:0001270': 0.2}, {'HP:0100545': 0.2}, {'HP:0000822': 0.2}]	[{'Motor delay': 0.2}, {'Arterial stenosis': 0.2}, {'Hypertension': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
2582	GALE	366	1.45	[{'HP:0001270': 0.6}, {'HP:0001056': 0.5}]	[{'Motor delay': 0.6}, {'Milia': 0.5}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
1497	CTNS	367	1.45	[{'HP:0001270': 0.2}, {'HP:0002315': 0.2}, {'HP:0007663': 0.4}]	[{'Motor delay': 0.2}, {'Headache': 0.2}, {'Reduced visual acuity': 0.4}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
23040	MYT1L	368	1.45	[{'HP:0001270': 0.2}, {'HP:0012286': 0.5}, {'HP:0025502': 0.5}]	[{'Motor delay': 0.2}, {'Abnormal hypothalamus morphology': 0.5}, {'Overweight': 0.5}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
79947	DHDDS	369	1.45	[{'HP:0001270': 0.4}, {'HP:0001317': 0.2}, {'HP:0007663': 0.2}]	[{'Motor delay': 0.4}, {'Abnormal cerebellum morphology': 0.2}, {'Reduced visual acuity': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
